station_id,salidas,llegadas,neto,total,desequilibrio_pct,station_name,longitude,latitude
2,28890,30969,2079,59859,3.47,"Phillimore Gardens, Kensington",-0.197574,51.4996
764,16206,18302,2096,34508,6.07,"St. John's Road, Clapham Junction",-0.168292,51.4624
732,75290,77411,2121,152701,1.39,"Duke Street Hill, London Bridge",-0.087263,51.5063
133,47940,50088,2148,98028,2.19,"Derry Street, Kensington",-0.191462,51.5014
150,24154,26306,2152,50460,4.26,"Holy Trinity Brompton, Knightsbridge",-0.168917,51.4971
400,28575,30728,2153,59303,3.63,"George Street, Marylebone",-0.154106,51.5177
356,59774,61969,2195,121743,1.8,"South Kensington Station, South Kensington",-0.173881,51.4944
357,31273,33474,2201,64747,3.4,"Howland Street, Fitzrovia",-0.139016,51.521
779,20764,23086,2322,43850,5.3,"Houndsditch, Aldgate",-0.077179,51.5144
120,16745,19073,2328,35818,6.5,"The Guildhall, Guildhall",-0.0930808,51.5157
288,35220,37556,2336,72776,3.21,"Elizabeth Bridge, Victoria",-0.147479,51.4924
41,24694,27032,2338,51726,4.52,"Pindar Street, Liverpool Street",-0.0839111999999999,51.52
318,26540,28885,2345,55425,4.23,"Sackville Street, Mayfair",-0.138846,51.51
341,71617,73995,2378,145612,1.63,"Craven Street, Strand",-0.126021,51.5081
325,19990,22382,2392,42372,5.65,"St. Martin's Street, West End",-0.129698,51.5091
359,16012,18453,2441,34465,7.08,"Butler Place, Westminster",-0.135441,51.4978
211,15778,18223,2445,34001,7.19,"Cadogan Place, Knightsbridge",-0.158106,51.4946
594,23945,26425,2480,50370,4.92,"Kingsway Southbound, Strand",-0.117774,51.5139
558,30680,33192,2512,63872,3.93,"Page Street, Westminster",-0.127554,51.494
174,27543,30151,2608,57694,4.52,"Strand, Strand",-0.115163,51.5125
210,27625,30291,2666,57916,4.6,"Hinde Street, Marylebone",-0.151926,51.5168
348,23140,25842,2702,48982,5.52,"Grosvenor Square, Mayfair",-0.150481,51.5122
813,11953,14724,2771,26677,10.39,"New Spring Gardens Walk, Vauxhall",-0.122759626,51.48780745
192,43749,46569,2820,90318,3.12,"Wardour Street, Soho",-0.133202,51.5125
4,16887,19753,2866,36640,7.82,"St. Chad's Street, King's Cross",-0.120974,51.5301
392,35077,37980,2903,73057,3.97,"Imperial College, Knightsbridge",-0.179702,51.4994
302,11230,14141,2911,25371,11.47,"Putney Pier, Wandsworth",-0.216573,51.4669
246,45862,48792,2930,94654,3.1,"Berry Street, Clerkenwell",-0.0999941,51.5229
272,52506,55492,2986,107998,2.76,"Baylis Road, Waterloo",-0.110699,51.5014
510,27839,30825,2986,58664,5.09,"Westferry DLR, Limehouse",-0.025996,51.5093
587,38287,41312,3025,79599,3.8,"Monument Street, Monument",-0.08497,51.5096
83,33159,36214,3055,69373,4.4,"Panton Street, West End",-0.131511,51.5096
815,32218,35309,3091,67527,4.58,"Lambeth Palace Road, Waterloo",-0.115171479,51.50045247
73,64776,67926,3150,132702,2.37,"Old Street Station, St. Luke's",-0.0884862,51.5257
226,25240,28395,3155,53635,5.88,"Charles II Street, West End",-0.131961,51.5084
646,30723,33916,3193,64639,4.94,"Buckingham Gate, Westminster",-0.137425,51.4989
420,16204,19433,3229,35637,9.06,"Southwark Station 1, Southwark",-0.1053119999999999,51.504
5,39939,43362,3423,83301,4.11,"Sedding Street, Sloane Square",-0.156876,51.4931
340,46397,49820,3423,96217,3.56,"Bank of England Museum, Bank",-0.0875874,51.5144
122,26832,30300,3468,57132,6.07,"Norton Folgate, Liverpool Street",-0.0788698,51.5211
320,30856,34338,3482,65194,5.34,"Queen Mother Sports Centre, Victoria",-0.139956,51.4936
53,12831,16348,3517,29179,12.05,"Grafton Street, Mayfair",-0.143495,51.51
386,38156,41706,3550,79862,4.45,"Moor Street, Soho",-0.1301109999999999,51.5135
383,30911,34491,3580,65402,5.47,"Frith Street, Soho",-0.131214,51.5131
338,36880,40528,3648,77408,4.71,"Wellington Street, Strand",-0.119643,51.5118
44,16652,20372,3720,37024,10.05,"Bruton Street, Mayfair",-0.144165,51.5107
388,33644,37378,3734,71022,5.26,"Southampton Street, Strand",-0.121724,51.5107
557,15335,19092,3757,34427,10.91,"King Edward Street, St Pauls",-0.0985,51.516000000000005
773,38103,41916,3813,80019,4.77,"Tallis Street, Temple",-0.107349,51.5119
177,52496,56381,3885,108877,3.57,"Ashley Place, Victoria",-0.140948,51.4962
349,20764,24692,3928,45456,8.64,"St. George Street, Mayfair",-0.142783,51.512
309,24817,28817,4000,53634,7.46,"Embankment (Savoy), Strand",-0.119048,51.5096
