start_station_id,end_station_id,viajes,pct,pct_acum
191,191,455,0.11553882993446027,0.11553882993446027
785,785,411,0.10436584418255643,0.2199046741170167
303,303,308,0.07821090026332696,0.29811557438034364
307,307,245,0.06221321611855553,0.36032879049889915
111,111,188,0.04773912093995282,0.40806791143885196
213,213,139,0.03529647771624171,0.4433643891550937
785,783,138,0.03504254622188026,0.47840693537697393
671,729,137,0.034788614727518805,0.5131955501044927
307,404,131,0.033265025761350105,0.5464605758658428
248,248,130,0.03301109426698865,0.5794716701328315
191,248,126,0.031995368289542844,0.6114670384223744
307,191,125,0.0317414367951814,0.6432084752175558
14,71,111,0.02818639587412108,0.6713948710916768
154,71,110,0.02793246437975963,0.6993273354714364
14,109,106,0.026916738402313824,0.7262440738737502
46,458,105,0.02666280690795237,0.7529068807817026
14,433,104,0.02640887541359092,0.7793157561952936
225,661,100,0.025393149436145117,0.8047089056314387
248,191,100,0.025393149436145117,0.8301020550675838
436,14,100,0.025393149436145117,0.855495204503729
625,625,100,0.025393149436145117,0.8808883539398741
404,404,99,0.025139217941783667,0.9060275718816577
707,635,99,0.025139217941783667,0.9311667898234414
14,436,98,0.024885286447422217,0.9560520762708635
729,671,97,0.02463135495306076,0.9806834312239243
786,785,96,0.024377423458699313,1.0050608546826236
404,307,94,0.02386956046997641,1.0289304151526
661,225,93,0.023615628975614956,1.0525460441282148
303,191,92,0.023361697481253507,1.0759077416094684
307,303,91,0.023107765986892057,1.0990155075963606
154,48,90,0.022853834492530607,1.1218693420888912
154,579,90,0.022853834492530607,1.1447231765814219
191,300,90,0.022853834492530607,1.1675770110739525
14,159,89,0.022599902998169153,1.1901769140721217
183,74,89,0.022599902998169153,1.2127768170702908
574,73,89,0.022599902998169153,1.23537672006846
303,111,88,0.022345971503807703,1.2577226915722677
687,613,88,0.022345971503807703,1.2800686630760754
101,154,87,0.022092040009446253,1.3021607030855216
433,14,86,0.0218381085150848,1.3239988116006063
789,789,86,0.0218381085150848,1.345836920115691
71,154,83,0.021076314032000446,1.3669132341476915
132,251,81,0.020568451043277546,1.387481685190969
350,191,79,0.020060588054554643,1.4075422732455236
613,687,79,0.020060588054554643,1.4276028613000782
350,350,78,0.01980665656019319,1.4474095178602713
14,64,77,0.01955272506583174,1.466962242926103
71,14,77,0.01955272506583174,1.486514967991935
191,303,77,0.01955272506583174,1.5060676930577668
685,621,77,0.01955272506583174,1.5256204181235986
404,191,76,0.01929879357147029,1.544919211695069
546,154,76,0.01929879357147029,1.5642180052665393
579,154,76,0.01929879357147029,1.5835167988380097
300,191,75,0.01904486207710884,1.6025616609151185
785,786,75,0.01904486207710884,1.6216065229922274
57,14,74,0.018790930582747386,1.6403974535749748
154,55,74,0.018790930582747386,1.6591883841577222
154,101,74,0.018790930582747386,1.6779793147404696
154,136,74,0.018790930582747386,1.696770245323217
635,707,73,0.018536999088385936,1.7153072444116029
644,707,73,0.018536999088385936,1.7338442434999888
458,46,72,0.018283067594024482,1.7521273110940132
199,154,71,0.018029136099663032,1.7701564471936762
298,732,71,0.018029136099663032,1.788185583293339
732,298,71,0.018029136099663032,1.806214719393002
783,790,71,0.018029136099663032,1.824243855492665
374,48,70,0.017775204605301582,1.8420190600979667
707,696,70,0.017775204605301582,1.8597942647032684
68,14,69,0.01752127311094013,1.8773155378142086
154,546,69,0.01752127311094013,1.8948368109251488
191,350,69,0.01752127311094013,1.912358084036089
14,66,68,0.01726734161657868,1.9296254256526677
154,703,68,0.01726734161657868,1.9468927672692464
191,307,68,0.01726734161657868,1.9641601088858252
14,68,67,0.01701341012221723,1.9811735190080424
251,154,67,0.01701341012221723,1.9981869291302596
303,307,67,0.01701341012221723,2.015200339252477
551,526,67,0.01701341012221723,2.032213749374694
675,735,67,0.01701341012221723,2.049227159496911
136,154,66,0.01675947862785578,2.065986638124767
154,263,66,0.01675947862785578,2.082746116752623
783,785,66,0.01675947862785578,2.099505595380479
74,183,65,0.016505547133494326,2.1160111425139734
154,104,65,0.016505547133494326,2.132516689647468
386,14,65,0.016505547133494326,2.1490222367809624
789,785,65,0.016505547133494326,2.165527783914457
14,57,64,0.016251615639132872,2.18177939955359
39,251,64,0.016251615639132872,2.198031015192723
46,488,64,0.016251615639132872,2.214282630831856
154,217,64,0.016251615639132872,2.230534246470989
154,427,64,0.016251615639132872,2.246785862110122
159,14,64,0.016251615639132872,2.263037477749255
191,111,64,0.016251615639132872,2.279289093388388
194,193,64,0.016251615639132872,2.295540709027521
248,111,64,0.016251615639132872,2.311792324666654
350,307,64,0.016251615639132872,2.328043940305787
428,356,64,0.016251615639132872,2.34429555594492
88,14,63,0.015997684144771422,2.3602932400896917
111,191,63,0.015997684144771422,2.376290924234463
119,574,63,0.015997684144771422,2.3922886083792347
