station_id,salidas,llegadas,neto,total,desequilibrio_pct,station_name,longitude,latitude
358,518,516,-2,1034,-0.19,"High Holborn, Covent Garden",-0.124332,51.5164
409,407,405,-2,812,-0.25,"Strata, Elephant & Castle",-0.099828,51.4931
475,190,188,-2,378,-0.53,"Lightermans Road, Millwall",-0.0201569999999999,51.499
645,437,435,-2,872,-0.23,"Great Suffolk Street, The Borough",-0.1002919999999999,51.5017
731,311,309,-2,620,-0.32,"Michael Road, Walham Green",-0.18921,51.4773
145,89,88,-1,177,-0.56,"Ilchester Place, Kensington",-0.202759,51.5007
218,369,368,-1,737,-0.14,"St. Luke's Church, Chelsea",-0.170194,51.4897
452,436,435,-1,871,-0.11,"St. Katharine's Way, Tower",-0.070542,51.5057
527,314,313,-1,627,-0.16,"Hansard Mews, Holland Park",-0.215808,51.5038
684,213,212,-1,425,-0.24,"Neville Gill Close, Wandsworth",-0.195197,51.4548
765,211,210,-1,421,-0.24,"Ranelagh Gardens, Fulham",-0.206827,51.4676
800,349,348,-1,697,-0.14,"Sopwith Way, Battersea Park",-0.149035,51.4811
9,549,549,0,1098,0.0,"New Globe Walk, Bankside",-0.0964408,51.5074
90,137,137,0,274,0.0,"Harrington Square 1, Camden Town",-0.139175,51.533
598,227,227,0,454,0.0,"Southerton Road, Hammersmith",-0.228188,51.4945
733,361,361,0,722,0.0,"Park Lane, Mayfair",-0.150817,51.5054
754,169,169,0,338,0.0,"Grenfell Road, Avondale",-0.214763,51.5129
814,247,247,0,494,0.0,"Clapham Road, Lingham Street, Stockwell",-0.1236707359999999,51.47143307
81,784,785,1,1569,0.06,"Great Titchfield Street, Fitzrovia",-0.141327,51.5203
156,391,392,1,783,0.13,"New Kent Road, The Borough",-0.0929212,51.4944
282,972,973,1,1945,0.05,"Royal London Hospital, Whitechapel",-0.0596420999999999,51.5191
290,999,1000,1,1999,0.05,"St Mary's Hospital, Westminster",-0.1711032,51.518268
384,214,215,1,429,0.23,"Marloes Road, Kensington",-0.192404,51.4965
481,245,246,1,491,0.2,"Saunders Ness Road, Cubitt Town",-0.009001,51.4871
487,185,186,1,371,0.27,"Canton Street, Poplar",-0.025626,51.5118
497,147,148,1,295,0.34,"Merchant Street, Bow",-0.028619,51.5265
595,464,465,1,929,0.11,"Hammersmith Road, Hammersmith",-0.21985,51.4933
745,214,215,1,429,0.23,"Upcerne Road, West Chelsea",-0.1824349999999999,51.4782
747,390,391,1,781,0.13,"Ormonde Gate, Chelsea",-0.161765,51.488
783,427,428,1,855,0.12,"Monier Road, Hackney Wick",-0.0216304,51.5403
209,207,209,2,416,0.48,"Denyer Street, Knightsbridge",-0.165101,51.4936
563,66,68,2,134,1.49,"Preston's Road, Cubitt Town",-0.009152,51.4993
576,109,111,2,220,0.91,"Alpha Grove, Millwall",-0.022793,51.4973
678,86,88,2,174,1.15,"Esmond Street, Putney",-0.211469,51.4623
118,325,328,3,653,0.46,"Rochester Row, Westminster",-0.135478,51.4958
207,211,214,3,425,0.71,"Grosvenor Crescent, Belgravia",-0.153195,51.5014
158,364,368,4,732,0.55,"Trebovir Road, Earl's Court",-0.19617,51.4909
257,360,364,4,724,0.55,"Westminster University, Marylebone",-0.154907,51.5225
740,154,158,4,312,1.28,"Sirdar Road, Avondale",-0.2145949999999999,51.5109
38,326,331,5,657,0.76,"Abingdon Villas, Kensington",-0.197246,51.4974
264,783,788,5,1571,0.32,"Tysoe Street, Clerkenwell",-0.1092569999999999,51.5264
295,495,500,5,995,0.5,"Swan Street, The Borough",-0.0927626999999999,51.5003
455,94,99,5,193,2.59,"East Ferry Road, Cubitt Town",-0.014409,51.4945
461,241,246,5,487,1.03,"Aston Street, Stepney",-0.038775,51.516000000000005
516,257,262,5,519,0.96,"Chrisp Street Market, Poplar",-0.014438,51.5112
686,251,256,5,507,0.99,"Beryl Road, Hammersmith",-0.222456,51.4881
764,336,341,5,677,0.74,"St. John's Road, Clapham Junction",-0.168292,51.4624
147,230,236,6,466,1.29,"Portugal Street, Holborn",-0.116146,51.5149
267,449,455,6,904,0.66,"Regency Street, Westminster",-0.132225,51.4921
434,0,6,6,6,100.0,(estación 434),,
473,40,46,6,86,6.98,"Millharbour, Millwall",-0.019355,51.4961
546,811,817,6,1628,0.37,"New Fetter Lane, Holborn",-0.1079869999999999,51.5174
608,41,47,6,88,6.82,"Colet Gardens, Hammersmith",-0.216493,51.4911
270,1387,1394,7,2781,0.25,"Kennington Lane Rail Bridge, Vauxhall",-0.122492,51.4863
437,325,332,7,657,1.07,"Vauxhall Walk, Vauxhall",-0.120903,51.4881
472,100,107,7,207,3.38,"Malmesbury Road, Bow",-0.027616,51.5295
